Time         PitchSensor   RollSensor  AzimuthSensor   PitchKalman   RollKalman  AzimuthKalman   PitchIIR  RollIIR  AzimuthIIR   PitchCFR  RollCF  AzimuthCF PitchCFR2  RollCF2  AzimuthCF2
   5.3    40.2988987343    62.2525875639    89.8114202340     41.4441251318    45.4175856483    60.8958147115     41.3103636495    62.2496173863    87.7124146162     38.2905884511   -14.9184452560   253.4037704681     41.9947096813    50.7830988026    71.7217021012
   5.3    26.7139496325    50.5135123622   134.3178713680     32.8865259654    47.8645147164   114.7978413879     28.2035140053    51.5125839061   128.4309156216     35.8705321463   -11.3579254380   254.4735761442     33.0505299229    50.1707742376   110.7012758792
   5.4    44.0741152186    68.8337489009    81.3546106485     37.7274907256    56.6555933781    85.7716641312     43.2082288078    67.5751600385    81.9137700496     34.8704517720    -9.7378185307   257.8384063425     38.2486803069    58.7292842143    85.8810640576
   5.4    42.3528994411    50.8132884514    69.7471841164     39.6024084083    52.6514638919    79.1491283666     42.5213149859    52.2241875766    70.8126649026     35.8030154555    -9.9188585291   262.4576692258     40.0447104105    52.8809020200    78.1840609943
   5.4    31.7903988373    49.5173073147    96.9645620632     34.5417818962    49.3395880124    90.2981163645     32.5780128095    49.6916483113    95.3457133334     33.9739036500   -10.2249537945   264.6776149005     34.7128755232    48.9964120245    89.6692628984
   5.5    37.8673637761    43.8760453572    77.8407171100     35.9341838512    45.5740709108    84.0866995638     37.4717291737    44.3503481135    79.2135968588     33.5037506364   -10.2080737148   268.0155222880     36.2056791118    44.7392105013    82.7335613126
   5.5    31.4956080468    37.0195403250    96.3015682301     34.1514335417    41.1951597362    89.7825828799     32.1148828016    37.7103430276    94.1625566186     35.2154262824   -10.2364699797   270.8218413942     34.2690007403    39.8513366935    88.6553096005
   5.6    30.5952853708    28.5019445038    96.2308805534     31.4691864377    33.3652142150    94.4298972092     30.7207975226    29.1262390924    96.0014712606     33.0188377455   -11.3156602149   268.7754679858     31.5941261499    31.7454170015    93.4870529188
   5.6    38.2853776345    39.2807698449    72.1458097124     33.1947052499    35.0500961816    78.8398634101     37.6920749955    38.3646921888    72.8029389359     28.5350892485   -10.0883487156   273.1894424533     33.5666001547    34.4425485666    77.3951188638
   5.6    21.6612087968    28.3750723985    92.4860285486     24.8526608002    30.4618208050    86.0437117821     23.0046527095    29.0898595909    90.1688033195     23.7099585831    -9.7787312526   274.6452684193     24.9706169686    29.5124770665    85.1737992698
   5.7    16.0380127016    31.3286744364    85.1567978193     16.8326344301    30.3467940502    84.6758464349     16.6156754035    31.1502237338    85.5106107386     19.5227581050    -8.1712520851   294.8989197770     16.9929041486    29.6313266432    83.9652704734
   5.7    13.2210325925    23.3460700935    62.4964219614     11.5644175240    27.3848502430    72.5699567458     13.4802388179    23.9137590433    64.5935812667     15.2493563164    -5.3721184190   318.8240517261     11.8517330289    26.1467670783    70.8090979124
   5.8     2.4632016331    25.5720242174    85.0123268361      5.3990091939    26.0853545757    79.2772465740      3.3922199026    25.4349971899    83.4839745316     14.8073789494    -5.0121581127   332.9938880171      5.5680888647    25.0597265039    78.3581795863
   5.8     3.4964193918    17.0643766445    87.6737431399      4.0425576037    20.3603195641    86.3791470767      3.4908978986    17.7227667139    87.2634672492     16.5892287851    -6.4423096583   342.0415435957      4.2861938342    19.0857352367    85.4460948620
   5.8     0.9956501611    12.8963252840    97.3330123950      1.8984792322    15.7399825195    93.8891685882      1.2084994836    13.3064735696    96.4119601860     16.7170769236    -7.2874037680   349.1450307294      2.1622426294    14.4282084973    93.3411542034
   5.9     2.4296683515    13.4957225219    94.6448740228      1.8875220497    13.4337632618    95.8924263865      2.3356967423    13.4811493186    94.7481378227     16.7579532557    -8.5787254543   357.2371252598      2.2236533395    12.4690463093    95.2285671241
   5.9    -0.1445934173     5.1650905789   105.0042657618      0.4573434896     8.9081532342   100.6257433421      0.0592951640     5.8463471033   103.8764678447     15.8886324979    -9.3030002427     2.8909474847      0.7543211600     7.6389530956   100.4323997587
   6.0     3.2272626923    13.1681508998    93.0427838207      1.7382140383    10.5579515957    96.7559827477      2.9747498153    12.5805503628    93.5814434830     15.5120876634    -9.4733486392    11.9075689987      2.1179447069     9.9380493889    95.9779836925
   6.0    -3.5372939282     1.7031540681   118.5576051269     -1.2981045948     5.7273098422   107.6539140806     -2.9927941223     2.6173711225   115.7232789287     15.0360737859   -10.1793639826    17.4975587882     -1.0538419566     4.5901451614   108.0040985276
   6.0     1.8365221911     8.7642585269    97.4729544968      0.1816795427     6.4809340874   102.1087822156      1.4628825328     8.2885609325    98.4650595080     14.1486054178   -11.5125549770    23.8751245848      0.5358271922     5.8851428025   101.5561527581
   6.1     3.8312754974     3.3652170997    94.1778821988      1.8954254583     5.1585852588    98.7673895960      3.6425024355     3.7600959158    94.5926710479     14.1790878438   -10.6910834626    32.1178696109      2.3159396894     4.3106437519    97.9859701474
   6.1    -3.7034405184     4.3262718092   116.1544488463     -1.3391165544     4.8354536257   110.3428484583     -3.1001462922     4.2796728669   114.6699342698     14.3988058524    -9.5211474396    43.4512823627     -1.0634351359     4.0525087652   110.3928217976
   6.2     1.3834673560     0.4842624560   112.9867398153     -0.1873804130     2.9430671005   113.8711761290      1.0186557150     0.7929553528   113.1768196271     14.7321390923    -8.0400921025    53.4010794327      0.2080764788     1.9501216648   113.9799214349
   6.2    -1.4029526836     7.4867933829   116.3870837253     -1.0418830101     5.5307864073   117.2886834422     -1.2076006539     6.9458607325   116.1988858509     14.7661422731    -6.0668675038    64.0733373795     -0.6778228857     4.9956093276   117.1165366772
   6.2    -5.7277249676    -5.0715854536   150.9438866294     -3.8148692241     0.4135628181   135.8047925037     -5.3633435512    -4.0795891082   147.6215445927     14.4765707934    -5.3181119423    76.8088109961     -3.5489557133    -0.8241986564   137.6928079903
   6.3     8.8855166062     2.4983489020   103.1600912159      2.7437679040     1.2662519521   120.9334028767      7.8040547451     1.9906345852   106.5344526544     14.3948410844    -5.3791568762    80.8316293866      3.3246100019     0.5423720980   120.5195112988
   6.3     0.3103131005    -1.0551231948   134.9179441986      1.2901724985     0.5859653668   129.4360561267      0.9308340009    -0.8046430190   132.7686775787     14.1393331957    -4.1355343875    88.8973803255      1.6680742933    -0.2376968213   130.0854210625
   6.4     0.3997648290    -1.8958153082   140.1859402129      0.6483304180    -0.1604334101   135.7054649381      0.4428219078    -1.8073713680   139.5776112799     13.6657046448    -3.1226297053    96.2636953433      0.9700653752    -1.0414134721   136.8776974121
   6.4    -4.8478085677    -2.0461229889   148.8668788727     -2.4207424271    -0.7234474222   142.7473182881     -4.4160381235    -2.0265532411   148.2425522473     12.7022138361    -3.1407452094   102.1379716416     -2.2398878868    -1.5806361675   144.2685553512
   6.4     6.1737057609     3.6469602305   119.5016940106      1.9845536360     1.8075256475   131.7955611256      5.3363460284     3.1947167888   122.0318106639     12.5282311322    -2.0180313432   104.5034732472      2.4265861512     1.3523817078   131.7031459325
   6.5     0.2857824796    -0.6135011025   144.1253910750      0.9211722312     1.2438983459   138.6549634834      0.7015171699    -0.3012270895   142.3558118744     12.0733157662    -0.8552181467   109.9349066354      1.2331179263     0.5247435332   139.5873597771
   6.5    -0.0762498670     1.2207727725   141.4627320768      0.2481155695     1.6076005535   140.0379399187     -0.0134895098     1.0979739337   141.5309987724     11.4586379229    -0.6553694875   113.2234924164      0.5085671469     0.9461733732   140.9652766867
   6.6    -0.8074112494    -0.0069569699   146.5550083140     -0.4574309593     1.1577453301   143.3773768810     -0.7429284765     0.0828066080   146.1475803045     10.8795130018    -0.3923269534   117.1354666520     -0.2135015110     0.4331116688   144.5597861785
   6.6    -0.1529160100     1.0706477745   143.9249316571     -0.4413766323     1.4663257149   143.4669831474     -0.2006674620     0.9907104618   144.1030152585     10.3454354689    -0.1327126631   120.0017236281     -0.1764209784     0.8118054599   144.4528614747
   6.6    -0.5975910425     0.3682590261   146.4192456033     -0.6675038407     1.2390320464   144.6096231747     -0.5654604591     0.4186515484   146.2319341729      9.7926724354    -0.1483986618   122.7222021215     -0.4096749629     0.5600353077   145.6883007228
   6.7    -0.1671064743     1.2397347572   142.7797710570     -0.5436235112     1.5598003921   142.7927238648     -0.1994400876     1.1730962520   143.0576790197      9.2466494604    -0.4341607298   123.8852574780     -0.2870224288     0.9374705252   143.6951841287
   6.7     0.3000650831    -0.6350203194   140.2682051253     -0.2125092803     0.6405819525   138.9725194549      0.2595348710    -0.4882898301   140.5083411617      8.6907611472    -1.4845298874   120.4398981967      0.0348039984    -0.0737895764   140.0173074475
   6.8     2.3710884252     0.0767129927   127.6398195570      1.0494865487     0.3614195523   130.6523157653      2.2002111762     0.0309450847   128.7066529584      8.2588127618    -2.6835270373   115.4843364217      1.3192107108    -0.2667702703   131.2300669576
   6.8     1.2918361609    -1.2648281648   124.9533172608      1.0822828898    -0.3819469004   124.6588404378      1.3640958967    -1.1618372195   125.2644667604      7.7210444511    -3.6467895516   109.4303488151      1.3075771221    -1.0411695941   125.1984495520
   6.8     0.2427293052    -1.4774576671   122.2245915856      0.5394074573    -0.7105325046   120.8668138858      0.3346527882    -1.4515902925   122.4646128494      7.1326117318    -4.2283893945   104.8537748639      0.7207286342    -1.3621923636   121.3783822214
   6.9    -0.4791561475     1.9449781068   113.3224747018     -0.1496809852     0.8405005559   114.2177353853     -0.4131506493     1.6693797485   113.9672434340      6.4188291029    -4.5091359424    98.9100430032      0.0133295530     0.4232981309   114.2773880856
   6.9    -0.1385560281    -0.1385564332   109.9007471019     -0.2339483775     0.6560140443   109.8480352518     -0.1607581430     0.0075622087   110.2559972571      5.7314937078    -4.8199772282    94.9726392632     -0.0504958516     0.1091868623   109.8844525913
   7.0    -1.0587048097     1.1330417989   107.2932780425     -0.8155755084     1.3107978264   106.9043865326     -0.9877995773     1.0441402956   107.5253557497      4.9862671677    -4.6735591306    92.2463771366     -0.6394812134     0.7853225767   106.8704970998
   7.0     0.7269946604     4.2169425848   100.6715500255      0.0574938069     5.0697881333   101.9974379061      0.5932304987     3.9694093030   101.2224452208      4.8093679798    -0.7543794883    89.6948841681      0.2743831842     4.4749497861   101.7714915099
   7.0     2.6647179392     7.6613065596    97.6016590783      2.0833554678     8.8141019959    98.5057180878      2.4902855380     7.3495327420    97.9358356532      6.2872876462     3.7646150854    86.4503124872      2.3229207106     8.1637785610    98.1104502333
   7.1     7.9366121873    12.8551918040    98.4857081677      7.4933441013    13.5878152892    98.1417199330      7.4994587196    12.4071388083    98.4413272597     11.2288623705     8.8383227931    86.3544650411      7.7263784017    12.9697732105    97.6569591952
   7.1    13.7025033813    18.4054355381   100.7422813056     13.0727279455    18.7456418773   100.6971871614     13.1929610644    17.8980931223   100.6037534828     16.2112110106    13.9496219645    90.8231396110     13.3065956674    18.1968846939   100.1909556099
   7.2    10.6827608835    19.0916087628   129.6067417289     13.2460856918    21.6212519422   115.1391061618     10.8928015397    18.9926500799   126.7762549700     19.0160999232    18.6303479915    94.2949863826     13.3316064683    20.8465003764   115.8530315225
   7.2    17.5133051877    26.9728278428   111.1766813014     17.0821322282    26.2388458765   112.0545813319     16.9940157137    26.3157788756   112.2650695538     22.2139824866    21.9267654953    93.1895059726     17.2308149855    25.7693697696   112.0246124032
   7.3    22.2120665962    31.1820773931   106.0586642010     21.9884666380    30.0635687153   106.2160778137     21.7807502580    30.7622555688   106.5294520939     26.6161526559    24.1094760946    87.9737988697     22.1544169386    29.7739654822   105.8251847251
   7.3    38.3722802292    32.5521717708    93.5157697904     33.7863173674    30.6441223830   103.5836976728     37.0769292254    32.3871174551    94.2886963906     33.4997465824    22.5356488763   106.7346510815     34.1490223954    30.5299734396   102.5046574976
   7.3    49.3431605297    32.8910847586   101.9378001689     45.1923747885    31.7726091552   110.3027911709     48.3643630117    32.8424207434   101.2785702104     40.5223991006    22.1823652267   129.4532645169     45.5906782543    31.6400143042   109.1724093103
   7.4    55.8862010221    38.8107694168   119.4185043734     54.0714927746    35.8738664262   120.8686532835     55.3151955481    38.2700299500   117.9330540431     47.5057637190    23.3451886017   141.5350233114     54.3519505865    35.9478056564   120.1835175477
   7.4    65.0227137416    32.5907013730   106.7641913804     62.7432943432    34.3744618518   113.0135765170     64.2383477852    33.2016035441   107.9704160543     53.8136083970    22.8125382197   137.7797526290     62.9748965905    33.9763023347   112.1978891807
   7.5    70.6958268363    56.4776223134   116.0917203765     68.5767650906    45.2539728711   113.1141870704     70.3305180371    54.2117892203   114.5934439137     57.7031415000    23.8702744631   133.3227527562     68.7597731105    46.2120745691   113.2354977977
   7.5    77.7444945043    42.2268015423    95.3452465970     74.7570746651    44.4744308861   105.0686607154     77.1465704761    43.7570589951    97.7107445440     61.5234910443    24.4234100334   130.8037899944     74.9225887981    44.3863335406   104.5462185531
   7.5    78.8024942523    23.5440763862    84.1084122641     78.5857399643    34.8692866573    95.0639639521     78.7284594028    25.2969494744    85.1893644984     65.5527830933    24.2998652344   127.8274126266     78.6109377745    33.2148834920    93.4392457770
   7.6    84.9288232053    75.3569891451   111.9409146413     81.4899043751    54.1571401610   101.0409445244     84.7067278230    67.8367195802   105.6640052545     65.1943966115    26.2968280719   124.1346989478     81.5732783339    55.7976863865   102.3227778734
   7.6    83.3246402365    56.3928419493    96.1261948202     81.7767189747    54.1806624196    97.7835386024     83.4482270202    57.1607186788    96.7436101734     63.6630836867    25.3811451779   120.5151425360     81.8149416191    54.8489601688    98.3248673545
   7.7    80.3736606667    27.9571019311    72.2471843864     80.4377469598    39.0641454122    84.0634582412     80.6938963727    29.5991777186    73.5097532568     61.0178165349    21.2477093661   114.2569502168     80.3696837948    37.6938824479    82.8012376438
   7.7    68.2350092534    21.1281085344    83.6749824140     73.5787390989    26.9889897225    80.8456349479     69.1894298277    21.4225622177    82.9103105323     58.5281007664    14.7191508653    98.4744647368     73.1544981988    25.4253650696    79.9406704801
   7.7    57.8780517041     2.2827256215    68.6716100808     62.7143555689    14.6353724974    74.9513708575     58.8959146998     3.3661800696    69.2224099993     53.3689705834    13.2961032830    91.6757846757     62.2747970191    12.2845567516    73.1017285334
   7.8    46.4857204472    -4.6228089326    83.0145123814     51.7021598274     5.0566165592    79.2920432039     47.5034753396    -4.1273717843    81.1907941528     48.1854160033    11.3820219970    92.4616361199     51.3069155944     2.7642262810    77.7549570589
   7.8    45.0973996037    -4.6380931407    84.9472903417     48.3377111413     0.4491795149    80.2101763604     45.2904952166    -4.5987408970    84.6400078683     48.4707195068    10.7125315763    89.0885491390     48.0686633962    -1.2870722857    79.0814298751
   7.9    52.5716353602    -1.3792064871    76.6162624348     52.3046938280    -0.3417195161    77.7521680981     51.9829204248    -1.6790862586    77.0961153211     52.2876652515    10.6579845014    88.4586961438     52.2789094624    -1.3475262210    76.6302313738
   7.9    59.2054850124    -2.6374827353    63.3573983016     57.0482826486    -1.4087166194    70.2735510319     58.6268077117    -2.5463572323    64.4183742377     54.9842274713    10.3459167505    88.0641098723     57.2115950133    -2.0759652511    68.8970523755
   7.9    59.9662562011    -2.2789544104    60.9733462498     58.2778728658    -1.7787667234    66.0390832774     59.8580786875    -2.3013510578    61.2416515952     54.7755137079     9.6615946382    87.6457901881     58.4902409427    -2.1776249394    64.8937812086
   8.0    56.3318435877    -2.2594476140    65.7773813226     56.3059778952    -1.9435188570    66.7018177654     56.6190055585    -2.2625639290    65.3906382483     53.0925120766     8.8278604529    86.9938562977     56.4571883683    -2.1923466842    65.9276438006
   8.0    53.2963540795    -1.9552069096    71.3793357320     54.2128507992    -1.8929408080    69.2012697388     53.5654035169    -1.9782740082    70.8888930235     52.2109792420     8.1775876866    85.5838812267     54.2961399277    -2.0464934356    68.7521754938
   8.1    53.6667335195    -2.1262456738    71.8626862909     54.1180395451    -1.9749237985    70.6702939135     53.6585293393    -2.1142287463    71.7830215930     52.7980169536     7.7153571176    84.9169538265     54.1977139892    -2.0994734293    70.2726698373
   8.1    55.7034769408    -2.1803106482    68.3877552028     55.2884998317    -2.0473585373    69.5289644850     55.5382791903    -2.1747188301    68.6567939853     53.7453505544     7.3064834361    84.2292433124     55.4071651073    -2.1559293376    69.0459111640
